"text","class"
"reklamin iyisi kotusu olur arkadas!!asla turkcell almam alanada mani olurum!!! ceo'n omru boyunca ruyasinda ahmedim nerdesin gorsun insallah", "olumsuz"
"Allah belani versin Turkcell baska bisey demiyorum", "olumsuz"
"Hulya Kocyigit'li Turkcell reklami ne sinir bozucu yahu! Ahmedim nerdesin? Ahmedim nerdesin? Ahmedim nerdesin? Cehennemin dibinde Ahmedin", "olumsuz"
"caycisindan kurucusuna kadar sovdugum Turkcell senin ben taaa", "olumsuz"
"gerizekali okuz salak adi turkcell sinirsiz paket diyosun 2 gunde parami bitirdin dava edicem surundurucem", "olumsuz"
"internetim yok Turkcell istinye gibi bir yerde cekmiyor. Su an bu tweeti atabilmem bile mucize", "olumsuz"
"Turkcell e ettigim kufuru kimseye etmedim", "olumsuz"
"Vodafone > Turkcell bunu anlamak cok zor olmadi lanet olsun Turkcell", "olumsuz"
"Turkcell yedi bitirdi beni her ay 220-250 tl arasi fatura odemekten yoruldum", "olumsuz"
"turkcell reklaminda adamin bes kurus parasi yok ama tablet aliyor nasil bir sacmalik amk", "olumsuz"
"Turkcell soydun yine beni !!! Her ay olmaz boyle", "olumsuz"
"Turkcell sana kufur etmeye nerden baslasam bilyorum ama senn gelmisini gecmisini gelecegini ve digerlerini anladin sen", "olumsuz"
"cift tasiyicisi olmasa bu rezil 3g (genelde 2g) daha da rezil olacakti herhalde sayin Turkcell", "olumsuz"
"Keremcemli albeni reklami mustafa sandalli turkcell reklamindan daha da itici", "olumsuz"
"Hayatimda en fazla kufur ettigim turkcell operatorudur guleryuzlu hirsizligin simgesi oldugunuz icin allah bin belanizi versin serefsizler", "olumsuz"
"Turkcell beni yine ayar etti ya", "olumsuz"
"turkcell sana nasil sovdum belli degil.", "olumsuz"
"Hayatimda duydugum en sacma cumle ''Turkcell Beni Sesimden Tanir''", "olumsuz"
"turkcell sen ne berbat bi musteri hizmetine sahipmissin.senin ne lanet bi teknolojin varmis.bi sorunu 24 saatte cozemedin reklamlar cope", "olumsuz"
"Turkcell iphone5 reklami ne kadar sacma", "olumsuz"
"Turkcell bugun sana ettigim kadar kimseye kufur etmedim", "olumsuz"
"Turkcell style reklamini izledikten sonra Turkcell'li olmaktan utandim", "olumsuz"
"Allahin cezasi turkcell yine sms paketimi yeniledi yeter lan isteemiiiyoorum", "olumsuz"
"turkcell yeni yila sevdiklerimizle konusarak girmek istedik ancak turkcellhizmet sagolsun cekim kalitesi musade etmedi !!!!!!!!", "olumsuz"
"turkcell superonline a da turkcell yuzunden sicak bakmiyorum.herseye para ve kampanyalari cok pahali geliyor diger firmalara gore..", "olumsuz"
"turkcell'e odedigim faturalarla kendime iphone+ipad almistim. kalp hastasi ettiniz beni", "olumsuz"
"zamanlaman super turkcell !!", "olumsuz"
"ilk defa lanet okuyorum hayati paylastikca maffeden turkcell'e...", "olumsuz"
"turkcell 507 122 78 30 numarali telefonumu bilgim ve imzam disinda sahte evraklarla turkcell'e tasidiniz. savciliga basvuracagim!!!", "olumsuz"
"turkcell lan 10 yildir turkcelliz bize 1 mb bile vermediniz ayip.", "olumsuz"
"4 gb internet 6 gunde nasil biter bana hesap ver. biz bunu eskiden 1 ay evdeki pc de kullanirdik el insaf turkcell", "olumsuz"
"turkcell eski abonelere birsey yok yada baska kampanya falan hepsi pahali memur hatti sanki", "olumsuz"
"turkcellhizmet nereye nasil yapacagim dalga mi geciyorsun turkcell", "olumsuz"
"internet paketlerin neden bu kadar pahali lan ? diger operatorlerden daha azmi kazaniyorsunuz anlamiyoruz ki ? turkcellhizmet turkcell", "olumsuz"
"turkcell dolandiricilar sakin gecmeyin", "olumsuz"
"allah belanizi versin beynim yandi. turkcell", "olumsuz"
"yanlis gsm yuklemesi yaptim. email attim ama hala geri donus yok! turkcell", "olumsuz"
"sizi tercih ettigim gune ikici kez lanet ettim turkcell", "olumsuz"
"turkcell gitme kal tarifesi cikarin bence; gelene 4 gb verince. gidip gelmek mi lazim", "olumsuz"
"turkcell yau turkcell 3g reklami yapiyorsun ama ocak 15'te 4g sozun vardi. canlar caliyor dikkat et...", "olumsuz"
"turkcell 3g bile net cekmiyor bir de atip tutmuyorlar mi 4g olacak super hiper hizli siz 3g hizmeti verinde 4g eksik kalsin", "olumsuz"
"turkcell wifi sapitti", "olumsuz"
"fatura mi odedim yoksa turkcell'den hisse mi aldim anlamadim.", "olumsuz"
"turkcell in sinirsiz internet verip hizini sifira dusurdugu uygulamayi l?netle kiniyorum turkcellhizmet musterileri madur eden turkcel", "olumsuz"
"sevgili turkcellhizmet turkcell imessage ve whatsapp bu kadar yayilmisken 1000sms lik paketle neyi amacliyorsun merak ediyorum", "olumsuz"
"turkcell su an hereke deyimsize bir tweet atmak minimum 60 sn", "olumsuz"
"turkcell millete kampanya sunacagina once gonderdigin faturalara bak. ulan 370 lira faturami olur lan hic mi allahtan korkmadiniz vicdansiz", "olumsuz"
"turkcell hani heryerden cekiyordun...", "olumsuz"
"ttnetdestek internet kesiliyor surekli. ariza icin aradim kaydi sistemde guncelleme var diye acilamadi. ttnetas iyi ki varsin turkcell", "olumsuz"
"90 lira fatura odedim ya lanet olsun turkcell", "olumsuz"
"internet daha yavas olsun ama tamam mi turkcell", "olumsuz"
"bugun de tarabyadayim ve 3g yine yok :) turkcell hala tum turkiye'yi kapsiyor ama hala sehrin gobeginde yok!", "olumsuz"
"cekmeyen turkcell mi olur lan yapamamislar bunu", "olumsuz"
"5-11 yas grubu ejderhali bir oyun oynuyorum onu bile telefonumdan acamiyorum cunku internet yavas be turkcell...", "olumsuz"
"efenim kibris'ta turkcell kullaniyoruz paket asiminda az az degil cok cok kitliyorsunuz yaptiginiz terbiyesizlik ona gore! turkcell", "olumsuz"
"turkcellhizmet maalesef ne turkcell uygulamayi kullanabiliyorum ne de yonlendirdiginiz siteye girebiliyorum.internetim var ama giremiyorum", "olumsuz"
"turkcell geceleri bu saatlerde calisma mi yapiyorsunuz internet hizi cok kotu ve m.hizmetlerine baglanamiyorum numarami kabul etmiyor!", "olumsuz"
"daglarda denizlerde ceken turkcell neden istanbulum gobeginde odamda cekmiyor?!", "olumsuz"
"nasil bitti ne demek bitmistir? allahiniz yok mu ulan? :( turkcell", "olumsuz"
"turkcell istanbul un gobeginde internetin cekmemesi evin icinde telefonun cekmemesi varken %99 kapsama alani yalanina son verin ayip.", "olumsuz"
"yeni musterilerine uygun fiyatta paketler veripeski musterilerini kaziklayan operatore turkcell denir.", "olumsuz"
"bu turkcell hani her yerde cekiyordu bilader", "olumsuz"
"internet paketim yaklasik 5 saattir kapali wifiyle bagliyim ama 15 dk once internet paketm bitmis turkcell bosuna msj atma kazikla gec", "olumsuz"
"turkcell senden nefret ediyorum", "olumsuz"
"sakaryanin gozunu seveyim ya istanbul demissiniz ama turkcell net bile cekmiyo", "olumsuz"
"su lanet olasi turkcel gece gece nasilda sinirlerimi ziplatiyr insanlri nasilda aptal yerine koyuyrsunuz kelime oyunu yap kazikla turkcell", "olumsuz"
"turkcell hayatim boyunca boyle berbat bir operator gormedim. hattimi iptal edin diyorum etmiyorlar edinnnnnnnnnnn", "olumsuz"
"bimcell internetinin turkcell den hizli oldugu gercegi", "olumsuz"
"youtube daki turkcell reklamalari baymaya basladi yeter!!!!!!!!!!!!!!!!!!!!", "olumsuz"
"bu turkcell bir suru reklam yapiyo internet super yok amerikayi gectik falan... ben yanlis turkcelle geldim heralde", "olumsuz"
"turkcell aboneligini iptal ettirecek yok mu benden baska?", "olumsuz"
"turkcell turkcellhizmet her ay hat acma bahanesiyle 3tl milletten almak nedir? hangi sozlesmede yaziyor illa dava acip medyayami verelim", "olumsuz"
"hakaret etmekten yoruldum artik size turkcell", "olumsuz"
"turkcellhizmet telefonla arayip kredi karti ile yukleme yaparken ondan bile para isteyen paragoz turkcell rezillsiniz", "olumsuz"
"vodafone in turkcell out!..yamyam sebekeden kurtuldum..", "olumsuz"
"turkcell reklami cok sacma bizim kadar guzel cigkofte yapabilirsiniz ama bizim internetimiz gibi falan filan", "olumsuz"
"hayat paylasinca guzel slogani olan turkcell'in kym'nin sms hattini israrla aktif etmemesi ne yaman bir celiskidir boyle? turkcell", "olumsuz"
"turkcell su reklamlarina verdigin onem kadar keske gercektede internet kapsama alanin iyi olsaydi kullanmasam inanicam igrenc", "olumsuz"
"bu kadar yavas internet icin cok ugrasiyomusunuz bir an once turkcell den kurtulcam internetinizin kalitesizligi yuzunden turkcellhizmet", "olumsuz"
"turkcell 'in bu sacmaligi da nedir boyle turkiye 3g'sini ingiletere 4g'siyle kiyaslamislar bir de ondeyiz diyorlar. bu neyin kafasi!", "olumsuz"
"son reklami yuzunden hem cigkofteden hem de turkcell den sogudum", "olumsuz"
"milletin 4g siyle kendinin 3g sini karsilastiran turkcell kafasi", "olumsuz"
"turkcell hani siz en hizliydiniz 2 ay oldu tirtcele geceli daha bir vidyonun 20. saniyesini goremedim reklamlariniz yalan dolan.", "olumsuz"
"turkcell vinnn en buyuk pismanligimdir...", "olumsuz"
"turkiye internetiyle almanyanin ve ingilterenin onunde. nerde bos is orada 1.cilil bizde turkcell", "olumsuz"
"bestebaskurt turkcell den hic memnun degilim", "olumsuz"
"gecen ay 290.. aralik ayi 250 !!! hayirdir milletin faturayi da bana mi kesiyorsunuz acaba ! turkcell", "olumsuz"
"ya delirtti turkcell bi de platinum diye onca para aliyosunuz hizmet sifir y", "olumsuz"
"her ay 200 tlyi gecik fatura cikarmayi biliyosunuz ama su an isim acil ve nasil hizmet veremiyosunuz turkcell", "olumsuz"
"son 8 yillik mobil operator tercih siralamam avea > vodafone > turkcell sim kartimi simdi takiyorum umarim turkcell ile bir sorun yasamam.", "olumsuz"
"turkcell hala fatura detayimi goremiyorum hergece iyilestirme calismasi yapilmaz ve bulundugum yerde internet cooookkk yavas", "olumsuz"
"benim 59tlye aldigim paketin aynisini yeni gelen insana 39tlye veriyorsunuz ve sonra musteri memnuniyeti diye hikaye okuyorsunuz. turkcell", "olumsuz"
"turkcell sistemsel bir problem oldugu soylendi.sizin gibi bir sirket bu problemi nasil cozemez ? amerika'nin onundeyiz dimi ?", "olumsuz"
"yaklasik 1 haftadir luleburgaz bolgesindeki butun turkcell saat 23:30-01:30 arasi cekmiyor.musteri hizmetlerini aradigimda  turkcell", "olumsuz"
"tam uykuya dalmisken gecenin bu vaktinde bana msj atip uyandirdiginiz icin tesekkur ederim turkcell", "olumsuz"
"ilk firsatta ayrilmazsam namerdim turkcell", "olumsuz"
"aylik o kadar fatura oduyorum ama internette 1 sayfayi 5 dakikada aciyorum. nefret ediyorum senden turkcell!", "olumsuz"
"allah digiturk ttnet ve turkcell'den birinin eline dusurmesin. en bela 3 kombo.", "olumsuz"
"son haftalarin en buyuk fail'i turkcell'in push notificationu galiba.", "olumsuz"
"olum avea yavas degil turkcell soyguncu :pp", "olumsuz"
"turkcell in kaziklama gucu cekim gucunden daha yuksek.", "olumsuz"
"turkcell kadar igrenc bir operator gormedim 2 saattir vinndan internet'e baglanmiyor. bir daha sizi tercih edersem iki olsun!!!!", "olumsuz"
"turkcell reklami adama cinnet mi gecirtmeye niyetlisin", "olumsuz"
"suan hergun full ceken evimde telefonum cekmiyo yil oldu 2015 malesef cag teknoloji cagi hani sizin cekim gucu turkcell turkcellhizmet", "olumsuz"
"turkcell ve samsung sinirlerimi zorluyor vodafone ve apple denemeye karar verdim.", "olumsuz"
"turkcell turkceli birakmamin en buyuk sebebi bu fatura hic gelmicek hicbir zaman dedikleri gelmez", "olumsuz"
"turkcell allah sizin belanizi versin insallah batarsiniz", "olumsuz"
"bu saatte hat kapatilir mi ya abv turkcell", "olumsuz"
"turkcell hatlarimiz arama yapmiyor kurumsal ekranlara giremiyoruz!!!", "olumsuz"
"turkcell4g pahalisin turkcell bey", "olumsuz"
"3g cekmeyen yerde turkcell4g nasil cekecek turkcell turkcellhizmet? yalan reklam yapmayin", "olumsuz"
"turkcell 3 g yi veremediniz. 4 g gelse ne olur. + tarifeler cok pahali. bi cok arkadasim diger operatorlere gecis yapti ben de meyilliyim.", "olumsuz"
"turkcell 2g3g ne yaptinizda birde 4g den bahsediyorsunuz kendinizle gurur duyun ancak reklam yaparsiniz.", "olumsuz"
"kanser! turkcell turkcellhizmet", "olumsuz"
"aga sen 4g'ye falan gecme 1g'ye don bence yaptigin sov! turkcell turkcellhizmet", "olumsuz"
"turkcell birakin 4g yi de 3g ceksin once baskent de internet cekmiyor nasil is se artik koskoca turkcel olacaksiniz bide", "olumsuz"
"para kazanmak ugruna cocuklari zehirlemek? harikasin turkcell gnctrkcll (!)", "olumsuz"
"turkcell yaptilar gerekli incelemeyi!! istanbulun gobeginde sorun var eger sizin yeriniz varsa kiralayalim diye aptalca bir cevap verdiler", "olumsuz"
"turkcell musteri hizmetlerine baglanana kadar turkiye ab'ye girecek diye cok korktum!!!!", "olumsuz"
"turkcell sikinti var su an itibariyle", "olumsuz"
"sabah 6.45 itibariyle senden kurtuluyorum turkcell. kendine kaziklayacak baska insanlar bul.", "olumsuz"
"turkcell yine benim sabrimin sinirini zorluyor.", "olumsuz"
"turkcell internetin cok yavas..", "olumsuz"
"turkcell'in son reklam filmi; yapmacik ve cok itici turkcell", "olumsuz"
"avea kullaniyorum ve cok mutluyum! turkcell'in kazigi afiyet olsun size aveakullanmiyoruz", "olumsuz"
"turkcell cani sikilinca bana 100 mb satiyor her seferinde biktim", "olumsuz"
"tcellplatinum turkcell yine mobil uygulamaniz patladi. tebrik ederim sizi bu kadar pahali olup bu kadar beceriksiz olabiliyorsunuz", "olumsuz"
"bu turkcell artik siniri mi bozmaya basladi!! turkcel muzik nasil hata verebilir ?", "olumsuz"
"bu saat oldu turkcell icin hala servis yok !!!! ne ileri teknoloji ama !", "olumsuz"
"turkcell'den beklemezdim! hem ben turkiye'nin en iyi operatoruyum de hem de elekrik kesintisinde butun sebeken coksun vay be", "olumsuz"
"zaten canakkale'nin gobeginde evde telefon zar zor cekiyodu simdi hic cekmiyo tesekkurler turkcell", "olumsuz"
"turkcell kusura bakmayin ama elektrik gitti sebeke gum oldu. diger oparatorlerde niye bole sikinti yokdu ?", "olumsuz"
"sen 4 g ye gecme sag salim cekte baska bisey istemez turkcell", "olumsuz"
"siteniz calismiyor umarim farkindasinizdir turkcell", "olumsuz"
"turkcell bes yildir benden aldigi tl ler ile holding kurdu mu merakediyorum", "olumsuz"
"turkcell turkcellhizmet globalbilgi sizin kadar kotu bir operator yok milleti kandirmaktan baska hic bir sey yapmiyosunuz", "olumsuz"
"reklamlariniz ciddi bir sekilde itici bulan bir tek ben miyim? eger bensem sorhn bende degilsem sorun? turkcell", "olumsuz"
"bugun turkcelldenizbank ve iett hakkinda sikayette bulundum..umarim soylediklerim dikkate alinir..bugun cok agrasif birgun yasadim. !", "olumsuz"
"turkcell superonline gecenin bu saatinde aranirmi insan", "olumsuz"
"turkcell bu ara kanserin yan anlami", "olumsuz"
"bu turkcell'in hizmeti berbat. reklamlari double berbat. sirf su reklamlari yuzunden numarami baska operatore tasiyasim var.", "olumsuz"
"evet arkadaslar turkcell suan cokmus durumda.", "olumsuz"
"turkcell'de 3 genel mudur yardimcisi gorevinden ayrildi", "olumsuz"
"turkcell'de 3 istifa daha: ayrilanlarin sayisi 11'e cikti", "olumsuz"
"turkcell bile olmus 3 kagitci sen nediyon abiii", "olumsuz"
"turkcellhizmet musteri hizmetleri telefona cikma zahmetinde bulunmuyor. noluyo turkcell ?", "olumsuz"
"su an turkcell cokmus durumda sistemler devre disi hep", "olumsuz"
"sende adam degilmissin turkcell. sehir merkezinde internetin surekli kopmasi nedir lan vicdansiz.", "olumsuz"
"birdaha turkcell mi? -asla.", "olumsuz"
"size 20 yildir dunyalari odedim ama siz platinium uyenize 5 tl kazik atmak icin ugrasiyorsunuz yaziklar olsun turkcell tcellplatinum", "olumsuz"
"20 yillik musterinizi 40 tl icin kaybediyorsunuz. turkcellhizmet turkcell tcellplatinum", "olumsuz"
"anlasamiyoruz turkcell.", "olumsuz"
"tam periscope fenomeni olacam turkcell cekmiyor.", "olumsuz"
"turkcell ben ve cevrem dekiler sizin haksiz faturalarinizdan o kadar cok cekti ki samimiyetinize kampanyalariniza inanmiyoruz...", "olumsuz"
"turkcell daha rezil bir musteri hizmeti yok 20 dk dir bekliyorum. anca ucret kesmesini biliyorsunuz.", "olumsuz"
"kazikci turkcell'den halkci vodafone'a gecmek istiyorum ama useniyorum :( vodafone vodafonetr", "olumsuz"
"turkcell beni magdur ediyor kaan bey kaan_terzioglu", "olumsuz"
"superonlinetr almayin. cidden sakin almayin boyle bir hizmetsizlik baska yerde yok. ciddiyim pisman olursunuz.. turkcell superonline", "olumsuz"
"turkcell niye cekmezsinnn", "olumsuz"
"ukrayna krizi turkcell bilancosuna?yaramadi.", "olumsuz"
"turkcell'in abone ve k?ri azaldi - siyaset cafe sharethis araciligiyla", "olumsuz"
"turkcell k?ri resmen eridi", "olumsuz"
"yonetim devlete gecince isler degisti: turkcell'de buyuk kayip...", "olumsuz"
"turkcell'in net k?ri yuzde 60?dustu", "olumsuz"
"1024 mb ne demek cok kotusun turkcell", "olumsuz"
"turkcell'den oldum olasi memnun olamadim. aylarca 250 tl ustunde fatura odedim cihaz kampanyasindan kredi pua...", "olumsuz"
"ehadi bizede hizli internet ver neden yavas bu turkcell interneti avea dan geldim pek bir farki yok acikcasi o kadarda...", "olumsuz"
"kotu reklam deyince ferhat gocer'li turkcell reklamini tek gecerim.kabus gibiydi resmen", "olumsuz"
"turkcell seni hat diye aldigim gune lanet olsun gercekten !!", "olumsuz"
"aveanin gozunu sevim ya. vodafon mus turkcell mis bes para etmez. eski hattimi kullanmaya devam.", "olumsuz"
"fenerbahce'den turkcell'e kinama", "olumsuz"
"9 yillik beraberligimiz sonuna geldik turkcell al fiberini ... boykot turkcell superonlinetr turkcellhizmet iptal ettiriyorum hattimi", "olumsuz"
"bugunden sonra turkcell dusunsun", "olumsuz"
"reklamlar da en hizli internet bizde diye bagirip insanlari kandirmayin. tarayici da anasayfa bile acilmiyor turkcell", "olumsuz"
"tuketici haklari ihlalinde marka kurumlar: turkcell samsungturkiye samsung", "olumsuz"
"turkcell asla turkcell kullanmam sozlesmenin bitmesine 1 ay kaldi istediginiz kadar sisirin faturayi haram olsun fazladan aldiklariniz", "olumsuz"
"turkcell bu nasil bi fiyat politikasi nasil bir soygun?!!!", "olumsuz"
"turkcellhizmet turkcell gnctrkcll ugrasmak zor geliyor diye 1 saatir 10 tane adaminizla konustum! hizmet alamayacaksak niye para oduyoruz", "olumsuz"
"mesajim da gitmemis ah su turkcell yok mu !!", "olumsuz"
"yatakta saga donunce hat cekmiyor. seytan isi iste bosuna demeyor yaslilar cin isi diye. o degil de her gece sovuyorum turkcell", "olumsuz"
"neden cekmeyen turkcell yaptiniz", "olumsuz"
"turkcell kullanmayin soyguna ortak olmayin guya teknoloji sirketi size int kotaniz 50-100 mb kala haber veremezmis faturadan gecirecek !", "olumsuz"
"turkcell lutfen daha dun gectim turkcell'e pisman etmeyin cekmiyor. ne internet nede arama !", "olumsuz"
"turkcell geber lanet olasi canin cehenneme", "olumsuz"
"o kadar sikayet ettim ama acibademin gobeginde turkcell cekmiyor!!pess!! bundan sonra avea", "olumsuz"
"turkcell gostermis oldugunuz ilgiden dolayi diger oprt. den birine tasimak icin basvurmus bulunuyorum.", "olumsuz"
"turkiye'nin en iyi en kaliteli gsm sirketini nasil bu kadar rezil bir hale getirebildiniz turkcellhizmet turkcell", "olumsuz"
"tum mahallenin turkcell yuzunden interneti yok", "olumsuz"
"bizde kac yillik turkcell hattimizi vodafona tasidik ama.. neyse seneye ins", "olumsuz"
"mustafatalay07 ogrenci halinle turkcell kullaniyosan beter ol dayi", "olumsuz"
"burdan turkcell e de sesleniyorum . yolladiginiz faturayi ev halki gorunce beni toki den taksitli ev almis zannedecek zalimlar.", "olumsuz"
"wifi ile swarm'afacebook'atwitter'a baglanabiliyorkenmobil veri ile baglanamiyorsam bunlar hep turkcell'in oyunu", "olumsuz"
"hic bir oparetor durust degil turkcell faturama internet paketimi asmisim diye 13 tl kitledi sozde otamatik duracakdi sahtekarlar.", "olumsuz"
"ek olarak baska internet paketim varken ikisinin arasinda geciste neden liralarimi yedin hain turkcell", "olumsuz"
"hat kazigi esittir turkcell", "olumsuz"
